pageid,revid,user_rating,flesch_reading_ease,flesch_kincaid_grade,smog_index,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,readability_consensus
51298,65820852,B,43.73,11.9,14.6,24.65,22.5,10.19,529,11.5,9.6,11th and 12th grade
526554,65884228,B,51.52,13.0,14.6,18.74,21.7,9.12,337,12.0,13.2,12th and 13th grade
7845,66118672,B,48.81,9.9,13.0,21.97,18.0,8.42,357,11.5,7.6,7th and 8th grade
1199037,66123513,FA,37.64,14.2,15.9,16.89,19.0,9.12,2082,16.0,12.0,15th and 16th grade
413261,66138329,B,46.1,13.0,14.6,17.0,19.1,8.33,749,18.0,12.0,17th and 18th grade
5824870,66152253,Start,52.19,10.7,13.0,19.26,17.7,9.34,86,7.5,9.6,9th and 10th grade
385925,66275963,FA,59.64,9.9,13.0,16.01,15.9,8.09,659,5.5,10.0,9th and 10th grade
340963,66319857,B,36.28,12.7,15.9,25.18,22.4,9.76,595,9.0,9.2,9th and 10th grade
4052669,66332227,B,47.46,14.6,17.1,16.37,21.5,9.48,208,17.5,14.8,14th and 15th grade
1019550,66362806,B,54.56,11.9,13.0,14.74,17.0,8.91,259,27.5,12.0,11th and 12th grade
3380501,66462894,B,56.25,9.1,11.2,18.49,15.7,10.24,85,8.0,8.0,7th and 8th grade
4642205,66496854,Start,16.33,22.4,22.9,23.8,34.5,11.1,183,13.5,20.4,22th and 23th grade
950311,66514920,FA,53.21,10.3,13.0,19.67,17.7,8.63,1165,11.0,9.2,10th and 11th grade
1955762,66529248,Start,60.65,9.5,11.2,15.66,15.0,8.57,231,49.0,9.6,9th and 10th grade
4072359,66538031,FA,36.28,12.7,14.6,21.17,18.9,8.42,781,16.5,9.2,18th and 19th grade
6166036,66545160,Stub,52.19,10.7,13.0,26.39,23.5,10.73,37,22.5,9.6,10th and 11th grade
5956433,66565580,Stub,29.86,13.1,14.6,24.01,20.3,11.34,28,8.0,8.4,7th and 8th grade
26193,66595050,B,32.22,14.2,15.9,23.67,22.9,10.37,605,15.0,10.8,14th and 15th grade
2597876,66625187,B,59.64,9.9,11.2,16.65,16.6,8.54,239,29.0,10.0,9th and 10th grade
269055,66627647,FA,48.13,12.3,14.6,17.06,17.9,9.02,1244,29.5,11.2,17th and 18th grade
16844,66634557,B,33.24,13.8,14.6,21.41,20.8,9.59,1012,14.0,10.4,13th and 14th grade
51255,66639332,B,37.64,14.2,15.9,17.99,19.7,9.16,1848,30.5,12.0,11th and 12th grade
4959339,66678640,Stub,41.7,12.7,13.0,20.42,19.8,11.27,53,13.5,10.4,12th and 13th grade
46688,66684344,FA,47.12,12.7,14.6,17.47,19.0,9.01,1334,28.5,11.6,28th and 29th grade
923072,66732599,B,53.21,10.3,13.0,18.04,16.6,9.2,166,17.0,9.2,16th and 17th grade
10245,66789125,FA,47.12,12.7,14.6,15.67,17.2,8.9,1190,28.0,11.6,27th and 28th grade
82505,66791214,B,38.66,13.8,15.9,17.58,19.0,10.01,388,20.5,11.6,11th and 12th grade
3569076,66793265,Start,56.59,11.1,14.6,20.43,20.5,9.71,275,9.0,11.2,20th and 21th grade
47387,66817540,FA,46.1,13.0,14.6,17.0,18.7,8.83,1242,28.0,12.0,27th and 28th grade
4113000,66939098,Stub,22.75,15.8,17.1,23.04,23.0,10.61,79,7.5,11.2,22th and 23th grade
19722,66976152,B,27.83,13.9,14.6,22.91,20.7,10.25,336,14.0,9.2,13th and 14th grade
2274247,67029453,FA,30.87,12.7,14.6,24.29,20.5,9.2,839,11.0,8.0,20th and 21th grade
1803812,67031947,Stub,9.89,16.6,18.2,29.53,26.2,12.06,73,6.0,9.6,29th and 30th grade
6212852,67038903,Stub,65.73,7.6,8.8,15.13,12.8,8.22,62,6.0,7.6,7th and 8th grade
25406,67120089,FA,43.73,11.9,14.6,22.28,20.3,8.29,684,8.0,9.6,7th and 8th grade
847652,67147116,B,62.68,8.7,13.0,17.86,16.3,9.18,452,8.5,8.8,8th and 9th grade
1197020,67176820,B,46.1,13.0,14.6,14.39,16.6,8.99,412,12.5,12.0,12th and 13th grade
3057580,67298969,B,45.76,11.1,13.0,23.49,20.5,9.1,95,9.0,8.8,8th and 9th grade
5809887,67370347,GA,51.18,11.1,14.6,17.64,17.4,8.49,742,27.5,10.0,17th and 18th grade
795192,67384119,B,56.59,11.1,13.0,15.32,16.3,9.16,243,13.0,11.2,12th and 13th grade
5326809,67404729,B,33.24,13.8,15.9,24.31,23.0,10.55,412,19.0,10.4,10th and 11th grade
6794,67442129,FA,39.67,13.4,15.9,18.51,19.3,8.72,956,11.0,11.2,18th and 19th grade
382574,67452406,Start,55.24,9.5,11.2,16.64,14.4,8.79,217,9.0,8.4,8th and 9th grade
5587289,67452948,B,54.22,9.9,13.0,14.38,13.5,8.76,258,4.5,8.8,8th and 9th grade
203437,67518635,B,36.63,14.6,18.2,24.6,25.8,9.7,505,26.5,12.4,26th and 27th grade
13700,67561381,B,48.13,12.3,14.6,19.79,20.0,9.9,467,5.5,11.2,19th and 20th grade
199665,67576097,FA,21.4,14.3,14.6,23.66,20.1,9.9,986,6.5,8.4,14th and 15th grade
4373885,67767089,Stub,56.59,11.1,13.0,20.54,21.0,8.31,75,7.0,11.2,20th and 21th grade
2056597,67848301,Start,-22.94,20.9,18.2,47.68,40.5,10.81,138,12.0,9.2,20th and 21th grade
362701,68018847,Start,48.47,14.2,17.1,15.39,20.3,10.06,223,10.5,14.4,10th and 11th grade
23251,68028572,B,27.83,13.9,14.6,23.49,20.8,10.27,404,12.5,9.2,12th and 13th grade
3588132,68033856,GA,25.8,14.6,15.9,23.55,22.1,8.81,193,13.5,10.0,23th and 24th grade
82780,68111635,FA,42.72,12.3,14.6,19.2,18.2,8.94,739,4.5,10.0,18th and 19th grade
89074,68113755,FA,53.21,10.3,13.0,14.79,13.9,7.99,1141,20.0,9.2,9th and 10th grade
6318288,68257601,Stub,-1.26,33.3,26.7,28.8,55.4,12.24,71,25.0,34.0,33th and 34th grade
1874744,68304907,FA,43.73,11.9,14.6,19.72,18.2,8.78,1040,16.0,9.6,19th and 20th grade
34340,68314553,FA,42.72,12.3,14.6,18.04,17.5,9.0,1326,14.0,10.0,17th and 18th grade
4443105,68314880,B,24.78,15.0,15.9,24.89,23.3,9.83,213,15.5,10.4,15th and 16th grade
130222,68335389,Start,70.8,5.6,8.8,13.08,9.2,7.52,79,5.0,5.6,5th and 6th grade
27417455,68423468,B,40.69,13.1,14.6,19.61,19.6,9.53,630,14.0,10.8,19th and 20th grade
5850472,68479444,Start,37.3,12.3,14.6,21.86,19.2,10.7,108,9.0,8.8,8th and 9th grade
80646,68490274,FA,51.18,11.1,13.0,20.07,19.0,8.61,1707,11.0,10.0,10th and 11th grade
18023,68504594,B,34.6,15.4,17.1,17.53,20.7,9.7,737,13.5,13.2,17th and 18th grade
4491403,68566881,Start,31.89,12.3,13.0,22.73,18.9,11.02,25,7.5,7.6,7th and 8th grade
948620,68573435,Start,48.13,12.3,14.6,16.77,17.6,10.02,254,13.0,11.2,12th and 13th grade
13256,68618049,FA,36.28,12.7,14.6,21.17,19.0,9.2,1496,21.0,9.2,20th and 21th grade
400662,68647789,B,61.67,9.1,11.2,14.1,13.5,8.79,275,6.5,9.2,8th and 9th grade
11278,68662257,B,55.58,11.5,14.6,17.47,18.8,8.46,1338,24.5,11.6,11th and 12th grade
4411623,68755653,Stub,72.16,7.2,8.8,15.43,13.5,8.69,79,17.5,8.4,8th and 9th grade
4143109,68835520,FA,27.83,13.9,15.9,24.83,21.9,9.91,698,14.5,9.2,9th and 10th grade
7012,68835535,FA,24.78,15.0,15.9,24.13,23.1,10.09,1330,22.5,10.4,22th and 23th grade
2053685,68835939,Start,-21.24,24.4,26.7,43.75,44.6,8.95,575,5.0,15.2,26th and 27th grade
19673269,68887498,FA,52.19,10.7,13.0,17.75,16.9,8.68,1402,6.5,9.6,9th and 10th grade
205966,68952587,B,49.15,11.9,14.6,21.82,21.4,9.56,382,9.0,10.8,21th and 22th grade
6370701,69006255,Stub,86.71,3.7,8.8,20.56,15.6,8.59,46,7.5,6.0,8th and 9th grade
488994,69009877,Stub,35.95,10.7,11.2,25.78,19.9,11.77,15,4.0,6.0,11th and 12th grade
1966395,69029714,B,30.2,15.0,17.1,18.74,20.0,9.58,321,11.0,11.6,11th and 12th grade
145492,69031365,FA,58.62,10.3,13.0,15.66,15.9,8.14,1357,10.5,10.4,15th and 16th grade
359312,69052505,B,18.69,17.4,18.2,25.76,26.9,10.91,266,6.0,12.8,12th and 13th grade
4962008,69410900,Stub,56.93,13.0,15.9,20.72,24.7,10.63,76,17.5,14.4,24th and 25th grade
2721791,69411892,FA,45.76,11.1,13.0,19.43,17.5,8.53,743,13.5,8.8,8th and 9th grade
2127621,69449685,B,51.52,13.0,14.6,16.14,19.6,8.67,717,11.5,13.2,12th and 13th grade
1614414,69472883,B,65.73,7.6,11.2,19.94,16.7,8.95,217,5.5,7.6,7th and 8th grade
181820,69479924,B,39.67,13.4,15.9,21.18,21.2,9.63,870,10.5,11.2,10th and 11th grade
4421383,69523205,FA,36.28,12.7,14.6,23.73,21.2,9.32,960,8.0,9.2,23th and 24th grade
6456641,69610029,Stub,43.39,9.9,13.0,22.77,17.9,9.76,70,6.0,6.4,9th and 10th grade
177671,69621840,B,57.61,10.7,13.0,16.94,17.4,9.25,456,7.5,10.8,10th and 11th grade
268260,69665144,B,42.72,12.3,13.0,20.48,19.4,9.63,374,9.0,10.0,9th and 10th grade
6467690,69716265,Stub,48.81,9.9,13.0,24.12,19.9,10.77,53,11.0,7.6,10th and 11th grade
4716223,69774490,Stub,45.76,11.1,13.0,21.23,18.9,9.58,51,5.0,8.8,18th and 19th grade
1750723,69813386,Start,49.15,11.9,14.6,18.69,18.9,9.96,128,11.0,10.8,10th and 11th grade
267848,69816335,B,56.59,11.1,13.0,13.06,14.7,8.49,935,17.0,11.2,12th and 13th grade
264310,69955884,FA,58.62,10.3,13.0,15.03,15.4,8.28,1264,19.0,10.4,9th and 10th grade
224443,69971790,FA,41.7,12.7,14.6,20.13,19.8,8.61,1739,14.5,10.4,14th and 15th grade
458227,69976810,B,49.15,11.9,14.6,15.26,16.1,8.92,416,27.0,10.8,14th and 15th grade
5254502,70318693,B,55.24,9.5,13.0,15.37,13.7,9.67,267,13.0,8.4,9th and 10th grade
223318,70337987,B,32.22,14.2,17.1,21.41,20.9,10.98,319,8.5,10.8,10th and 11th grade
1372200,70339124,FA,54.22,9.9,13.0,15.89,14.6,9.1,342,7.0,8.8,9th and 10th grade
18952719,70344335,FA,28.84,13.5,14.6,22.21,19.8,9.84,858,15.0,8.8,14th and 15th grade
1251346,70401455,Start,21.4,14.3,14.6,28.42,24.2,11.13,112,19.0,8.4,14th and 15th grade
1317736,70405433,B,60.65,9.5,13.0,19.49,18.0,8.4,292,25.0,9.6,9th and 10th grade
3119904,70410527,Start,50.16,11.5,14.6,21.0,20.4,9.87,205,11.0,10.4,9th and 10th grade
573888,70433849,FA,41.7,12.7,14.6,18.16,18.3,8.07,1345,21.5,10.4,21th and 22th grade
46991,70464222,FA,54.22,9.9,13.0,17.51,15.9,8.95,952,30.0,8.8,8th and 9th grade
3517957,70468766,B,22.41,13.9,14.6,26.85,22.6,9.99,266,6.5,8.0,26th and 27th grade
18952631,70490918,FA,54.22,9.9,13.0,19.95,17.9,8.86,1360,19.5,8.8,19th and 20th grade
2713539,70533218,Stub,33.92,11.5,13.0,29.22,23.1,10.87,61,5.0,6.8,11th and 12th grade
5085117,70566190,Stub,38.66,13.8,14.6,26.34,25.9,10.21,124,13.0,11.6,25th and 26th grade
3053342,70638903,Stub,43.39,9.9,13.0,23.47,18.1,10.64,18,4.5,6.4,10th and 11th grade
2005829,70640710,Stub,36.28,12.7,17.1,20.42,18.4,10.06,77,8.0,9.2,17th and 18th grade
76313,70654696,B,62.68,8.7,11.2,14.56,13.6,8.71,279,8.0,8.8,8th and 9th grade
40225,70670890,FA,48.13,12.3,14.6,16.77,17.8,9.11,1107,26.5,11.2,26th and 27th grade
4091662,70699382,GA,12.26,17.8,18.2,28.14,28.0,9.4,1037,12.0,12.0,11th and 12th grade
3286920,70759109,Stub,29.18,15.4,18.2,19.5,20.8,10.24,137,20.5,12.0,20th and 21th grade
2749927,70863068,Stub,43.39,9.9,13.0,39.01,30.9,12.0,50,5.5,6.4,5th and 6th grade
6243302,70928504,Start,31.89,12.3,14.6,25.05,20.5,10.44,82,6.5,7.6,20th and 21th grade
5281996,70949401,Start,15.31,16.6,18.2,25.07,23.9,11.67,98,6.5,10.8,23th and 24th grade
1221167,71058477,Start,25.46,18.9,19.3,23.16,29.8,11.22,206,11.0,16.8,18th and 19th grade
7840,71106361,FA,29.86,13.1,13.0,23.6,20.4,9.27,1701,15.0,8.4,12th and 13th grade
5991302,71190400,Stub,55.24,9.5,13.0,32.36,27.3,9.59,16,8.5,8.4,9th and 10th grade
18943833,71195875,GA,57.27,8.8,11.2,18.78,15.6,9.53,644,13.5,7.6,9th and 10th grade
1852878,71220694,Start,34.26,13.5,14.6,19.72,19.0,9.43,323,7.0,10.0,9th and 10th grade
2543629,71248805,Start,42.72,12.3,14.6,22.68,21.3,9.66,125,16.0,10.0,9th and 10th grade
46852,71269153,FA,48.13,12.3,14.6,17.58,18.5,8.96,1019,25.5,11.2,25th and 26th grade
3291243,71318908,Stub,7.52,15.4,14.6,33.46,27.1,13.11,38,8.0,7.2,14th and 15th grade
270185,71422603,FA,34.26,13.5,15.9,22.28,21.1,9.7,833,15.5,10.0,15th and 16th grade
5442403,71434953,Stub,56.25,9.1,13.0,15.01,12.9,9.95,54,8.5,8.0,12th and 13th grade
1749066,71443406,Start,42.72,12.3,14.6,23.32,21.8,9.39,142,7.0,10.0,9th and 10th grade
599923,71615555,B,55.24,9.5,13.0,18.09,16.0,8.81,667,6.0,8.4,9th and 10th grade
5634622,71851667,B,50.16,11.5,14.6,17.29,17.5,9.28,265,7.0,10.4,17th and 18th grade
1790734,71909943,FA,47.12,12.7,13.0,15.96,17.5,8.54,867,10.5,11.6,12th and 13th grade
3455880,72028569,B,51.18,11.1,13.0,13.63,13.9,7.63,683,11.0,10.0,13th and 14th grade
1352651,72044974,Stub,34.26,13.5,15.9,20.01,19.2,10.91,74,11.5,10.0,11th and 12th grade
475370,72084691,FA,56.59,11.1,14.6,21.53,21.5,8.28,740,29.0,11.2,21th and 22th grade
780886,72122222,Stub,50.16,11.5,15.9,19.2,18.7,9.11,71,13.0,10.4,18th and 19th grade
6714242,72150784,Start,63.7,8.4,13.0,14.9,13.1,8.43,54,8.5,8.4,8th and 9th grade
23048,72184350,GA,35.27,13.1,15.9,26.97,24.5,9.51,646,9.0,9.6,9th and 10th grade
19588,72200334,GA,17.34,15.8,17.1,24.19,22.6,9.9,953,16.5,10.0,9th and 10th grade
38130,72217535,B,45.76,11.1,13.0,18.73,16.8,9.31,459,12.5,8.8,12th and 13th grade
1385918,72232400,B,17.68,17.8,18.2,28.15,29.4,10.11,307,31.0,13.2,17th and 18th grade
2262897,72234427,B,41.7,12.7,15.9,18.56,18.5,10.24,145,8.5,10.4,18th and 19th grade
1665978,72253003,FA,39.67,13.4,15.9,17.24,18.1,8.38,2559,11.0,11.2,10th and 11th grade
6474287,72265005,Start,56.59,11.1,14.6,17.58,18.4,9.74,280,6.5,11.2,17th and 18th grade
12866,72301464,FA,43.73,11.9,14.6,20.25,18.7,8.44,1249,12.0,9.6,11th and 12th grade
1930488,72310210,Stub,27.83,13.9,15.9,23.9,21.2,10.89,52,8.5,9.2,8th and 9th grade
2368408,72364378,FA,35.27,13.1,14.6,21.75,19.9,8.85,1708,6.5,9.6,21th and 22th grade
2592906,72366927,FA,34.26,13.5,14.6,19.26,18.5,8.65,1819,7.5,10.0,18th and 19th grade
81141,72401652,GA,29.86,13.1,14.6,24.01,20.6,9.34,704,25.5,8.4,25th and 26th grade
1213126,72454260,B,45.76,11.1,13.0,18.33,16.6,9.96,173,6.0,8.8,16th and 17th grade
4339281,72464902,B,41.7,12.7,15.9,19.43,19.0,10.27,113,12.5,10.4,12th and 13th grade
193002,72509074,B,54.22,9.9,13.0,17.11,15.3,9.23,195,17.0,8.8,9th and 10th grade
5667662,72597826,Start,57.61,10.7,13.0,16.83,17.2,9.62,111,17.5,10.8,10th and 11th grade
2515307,72613154,Stub,46.1,13.0,17.1,17.99,19.8,10.22,87,11.0,12.0,10th and 11th grade
1667697,72639310,FA,41.7,12.7,15.9,18.04,18.2,9.34,783,11.0,10.4,10th and 11th grade
2174,72652140,FA,41.7,12.7,14.6,23.26,22.5,8.6,1424,13.0,10.4,12th and 13th grade
5610927,72655445,FA,31.55,16.6,19.3,18.75,23.1,8.83,994,31.0,14.4,18th and 19th grade
1849824,72711458,FA,30.87,12.7,14.6,22.1,18.7,8.56,1166,15.0,8.0,14th and 15th grade
6616683,72726289,FA,34.26,13.5,15.9,23.32,22.0,9.48,1090,15.0,10.0,9th and 10th grade
205928,72813035,FA,52.19,10.7,13.0,17.29,16.6,9.2,606,12.5,9.6,12th and 13th grade
36812,72820965,FA,17.34,15.8,15.9,27.84,25.3,9.01,3042,12.0,10.0,15th and 16th grade
2216106,72825666,Start,29.18,15.4,18.2,22.17,22.9,10.79,94,9.0,12.0,22th and 23th grade
292340,72826038,Start,-6.01,18.6,18.2,33.12,28.8,11.15,445,9.0,9.2,18th and 19th grade
1225609,72830604,Stub,42.38,10.3,13.0,26.03,20.5,9.26,84,4.0,6.8,20th and 21th grade
4211292,72841435,FA,51.18,11.1,13.0,21.0,19.8,8.19,1160,12.5,10.0,12th and 13th grade
869237,72867524,Stub,40.34,11.1,14.6,29.11,24.0,11.82,55,10.5,7.6,10th and 11th grade
666820,72881585,FA,43.73,11.9,14.6,19.67,18.4,9.23,1178,17.0,9.6,9th and 10th grade
564779,72888973,B,44.75,11.5,14.6,19.2,17.5,8.97,530,7.0,9.2,8th and 9th grade
485313,72894226,B,52.19,10.7,14.6,16.19,15.7,8.12,1228,7.0,9.6,15th and 16th grade
5517261,72901200,FA,48.13,12.3,14.6,15.67,16.9,8.81,666,11.0,11.2,10th and 11th grade
190770,72917821,FA,30.87,12.7,14.6,23.31,19.8,9.19,1049,13.5,8.0,19th and 20th grade
189351,72918354,FA,43.73,11.9,14.6,20.01,18.8,8.84,1022,10.5,9.6,10th and 11th grade
519839,72922095,B,53.21,10.3,14.6,17.4,15.8,9.59,350,9.0,9.2,9th and 10th grade
1290418,72974184,Stub,38.31,11.9,15.9,26.04,22.0,12.0,23,7.0,8.4,11th and 12th grade
23416994,73025718,FA,39.67,13.4,15.9,19.21,19.6,9.82,1468,13.5,11.2,19th and 20th grade
30864600,73050906,B,17.68,17.8,18.2,18.29,21.5,9.01,424,13.5,13.2,17th and 18th grade
2527313,73086964,B,44.75,11.5,14.6,20.54,18.7,10.19,229,6.5,9.2,20th and 21th grade
1843033,73102349,Stub,-47.97,32.6,31.7,47.76,56.2,12.87,152,16.5,22.4,12th and 13th grade
24982,73166176,B,26.81,14.2,15.9,20.88,19.2,9.7,809,11.5,9.6,9th and 10th grade
46542,73222156,B,43.06,14.2,14.6,16.37,19.9,8.46,882,14.5,13.2,14th and 15th grade
1170263,73239776,B,68.1,8.7,13.0,21.58,20.2,8.5,605,8.0,10.0,8th and 9th grade
1433599,73247572,B,6.51,22.0,22.9,26.64,33.3,11.63,150,15.0,17.6,26th and 27th grade
409576,73282644,FA,38.66,13.8,17.1,19.09,20.0,9.35,1268,11.0,11.6,19th and 20th grade
4283645,73302818,B,58.62,10.3,11.2,13.46,14.1,7.89,298,16.5,10.4,10th and 11th grade
6808803,73369204,Stub,57.27,8.8,11.2,23.66,19.5,9.72,44,11.0,7.6,10th and 11th grade
2541590,73405775,Stub,39.33,11.5,14.6,20.41,17.2,9.36,83,6.0,8.0,11th and 12th grade
1936139,73412115,FA,55.24,9.5,13.0,18.5,16.3,8.46,1216,11.0,8.4,9th and 10th grade
1872697,73419533,B,-29.02,23.3,22.1,42.7,39.4,10.12,108,38.5,11.6,38th and 39th grade
195243,73437768,B,27.83,13.9,17.1,24.19,21.6,9.53,308,6.0,9.2,9th and 10th grade
1847004,73441180,Stub,28.84,13.5,14.6,21.57,18.9,11.5,68,8.0,8.8,21th and 22th grade
1151822,73447646,B,39.34,17.7,17.1,24.61,32.0,8.65,317,10.5,18.0,17th and 18th grade
368644,73493361,B,50.16,11.5,14.6,16.01,16.1,9.25,219,7.0,10.4,9th and 10th grade
58991,73530669,B,46.78,10.7,11.2,18.62,16.2,9.03,408,6.0,8.4,10th and 11th grade
40295,73535867,B,52.19,10.7,13.0,18.16,17.2,8.78,529,7.0,9.6,9th and 10th grade
2476083,73614958,Stub,15.31,16.6,17.1,22.86,22.2,11.3,47,14.5,10.8,22th and 23th grade
1367,73691794,FA,29.86,13.1,15.9,23.02,19.7,9.45,847,12.5,8.4,12th and 13th grade
1065294,73702010,B,6.17,20.1,23.7,28.38,31.0,14.84,677,22.5,14.4,14th and 15th grade
1298644,73824508,B,32.9,11.9,13.0,25.22,20.4,8.97,343,12.5,7.2,12th and 13th grade
4923105,73943892,Stub,1.77,19.7,20.3,35.91,35.2,12.68,40,24.5,12.8,12th and 13th grade
6831514,73974651,Stub,6.5,15.8,15.9,27.14,22.5,11.29,26,7.5,7.6,15th and 16th grade
6094957,74034814,Stub,31.89,12.3,14.6,29.63,24.4,11.9,35,7.5,7.6,11th and 12th grade
1498884,74052649,Start,47.79,10.3,11.2,24.07,20.2,9.12,75,27.5,8.0,10th and 11th grade
2878298,74114372,Stub,25.46,12.7,14.6,39.43,31.7,12.52,53,7.5,6.8,12th and 13th grade
1591079,74183861,FA,36.28,12.7,15.9,20.59,18.7,8.84,1121,7.5,9.2,8th and 9th grade
502547,74199631,Stub,35.27,13.1,14.6,22.91,20.8,9.57,79,8.5,9.6,9th and 10th grade
5517291,74209025,FA,50.16,11.5,14.6,15.66,16.1,9.08,620,18.0,10.4,15th and 16th grade
2318646,74298919,Stub,17.0,13.9,14.6,34.96,28.0,12.13,25,5.0,6.8,27th and 28th grade
6641,74317254,FA,44.75,11.5,13.0,20.36,18.2,8.89,992,19.0,9.2,18th and 19th grade
1924767,74392288,B,35.27,13.1,15.9,21.12,19.7,9.79,751,7.0,9.6,9th and 10th grade
147019,74468796,FA,42.72,12.3,14.6,19.72,19.1,8.89,1889,11.0,10.0,19th and 20th grade
1996313,74509543,B,56.59,11.1,13.0,12.94,14.6,7.98,344,8.0,11.2,12th and 13th grade
137471,74563243,B,43.73,11.9,13.0,18.74,17.6,8.86,815,8.0,9.6,18th and 19th grade
232556,74596094,B,40.69,13.1,14.6,17.93,18.2,9.53,444,19.5,10.8,17th and 18th grade
200836,74597296,B,52.53,12.6,14.6,14.45,18.0,9.03,816,7.0,12.8,12th and 13th grade
1224756,74772727,GA,32.22,14.2,14.6,18.92,19.2,9.14,525,11.0,10.8,10th and 11th grade
20187,74803577,B,52.19,10.7,13.0,15.32,14.7,8.92,998,8.0,9.6,14th and 15th grade
123561,74850523,Start,79.26,4.4,8.8,13.54,9.6,7.48,74,5.5,5.6,5th and 6th grade
6932481,74944618,Stub,38.31,11.9,14.6,23.08,19.9,10.42,63,7.5,8.4,11th and 12th grade
433310,74984997,FA,53.21,10.3,13.0,20.19,18.1,8.33,963,9.0,9.2,8th and 9th grade
6550517,74987243,B,32.22,14.2,17.1,20.89,20.8,10.44,191,17.5,10.8,20th and 21th grade
5292439,74992898,Start,56.25,9.1,11.2,18.04,15.2,10.03,255,7.0,8.0,9th and 10th grade
3442575,75018969,Stub,51.85,8.8,13.0,15.24,11.6,9.96,26,4.5,6.4,9th and 10th grade
1130008,75160287,B,25.8,14.6,17.1,25.35,23.6,10.39,409,5.5,10.0,9th and 10th grade
5815490,75207453,Stub,3.46,17.0,17.1,40.66,34.4,13.3,57,11.0,8.8,16th and 17th grade
9763,75249273,FA,36.28,12.7,14.6,21.87,19.7,8.32,1759,6.5,9.2,21th and 22th grade
1182564,75266749,FA,52.19,10.7,13.0,15.78,15.4,8.44,1440,9.0,9.6,15th and 16th grade
5413,75355740,B,44.75,11.5,14.6,17.58,16.0,9.1,504,6.0,9.2,17th and 18th grade
1866305,75368252,B,45.09,13.4,14.6,14.28,17.1,8.88,499,14.0,12.4,13th and 14th grade
451593,75436173,Stub,-8.04,19.3,17.1,29.87,27.0,12.39,30,12.0,10.0,11th and 12th grade
99050,75438387,B,52.19,10.7,14.6,18.27,17.1,9.21,363,8.0,9.6,9th and 10th grade
2348640,75492796,Stub,26.47,12.3,13.0,28.05,22.0,11.94,28,6.5,6.4,12th and 13th grade
1687518,75524465,Start,56.25,9.1,13.0,19.25,16.4,10.47,71,6.5,8.0,9th and 10th grade
278492,75533743,FA,59.64,9.9,13.0,15.84,15.7,8.56,913,9.0,10.0,9th and 10th grade
4734635,75555174,Stub,29.86,13.1,15.9,22.68,19.5,10.29,49,6.0,8.4,22th and 23th grade
1371211,75577994,Start,51.52,13.0,14.6,16.71,20.1,9.76,178,25.0,13.2,12th and 13th grade
2483209,75631192,B,46.78,10.7,13.0,18.27,16.2,9.08,584,8.5,8.4,8th and 9th grade
5289796,75654177,B,59.64,9.9,13.0,16.65,16.3,8.51,369,7.0,10.0,9th and 10th grade
3627846,75759233,B,52.53,12.6,14.6,16.08,19.4,8.87,296,22.0,12.8,12th and 13th grade
6995579,75779871,Stub,-2.97,17.4,17.1,30.96,25.7,13.15,25,8.0,8.0,7th and 8th grade
2885062,75788265,Stub,56.25,9.1,13.0,17.97,15.2,9.43,48,6.0,8.0,9th and 10th grade
285510,75789395,B,47.12,12.7,13.0,17.47,18.7,8.64,1504,28.0,11.6,12th and 13th grade
486527,75834560,FA,35.61,15.0,17.1,17.53,20.1,8.92,908,14.5,12.8,14th and 15th grade
866485,75893177,FA,41.7,12.7,14.6,17.46,17.3,8.58,1439,12.0,10.4,17th and 18th grade
2442032,75974371,B,40.69,13.1,14.6,15.49,16.2,9.31,787,14.0,10.8,14th and 15th grade
7016012,76044907,Stub,6.84,17.8,17.1,34.93,32.1,11.93,52,27.0,10.8,17th and 18th grade
416764,76071715,B,56.25,9.1,13.0,16.88,14.4,8.7,487,12.5,8.0,12th and 13th grade
2811087,76126179,Stub,34.26,13.5,17.1,22.68,21.4,10.73,56,10.5,10.0,10th and 11th grade
674892,76149189,GA,43.06,14.2,15.9,16.89,20.2,9.44,805,25.0,13.2,24th and 25th grade
7026348,76233963,Stub,51.18,11.1,14.6,19.84,18.8,10.63,46,12.5,10.0,10th and 11th grade
1222867,76336055,B,49.15,11.9,14.6,18.51,18.6,9.59,289,13.5,10.8,18th and 19th grade
146595,76396920,FA,35.61,15.0,17.1,19.5,22.1,9.11,1806,12.5,12.8,12th and 13th grade
217473,76423630,B,54.56,11.9,14.6,14.68,17.0,8.99,809,8.5,12.0,14th and 15th grade
162279,76424401,FA,51.18,11.1,13.0,16.82,16.3,8.68,639,12.0,10.0,16th and 17th grade
5815215,76534615,Stub,8.88,17.0,17.1,37.94,33.8,11.38,62,13.0,10.0,16th and 17th grade
1769852,76660065,Start,50.16,11.5,14.6,18.56,18.5,10.39,94,18.5,10.4,18th and 19th grade
2739726,76670298,Start,60.65,9.5,13.0,15.03,14.4,8.52,459,35.5,9.6,9th and 10th grade
1363014,76716288,B,54.22,9.9,14.6,18.73,16.8,9.37,146,8.0,8.8,9th and 10th grade
2273629,76757947,Stub,63.7,8.4,11.2,17.34,15.0,10.02,46,7.0,8.4,8th and 9th grade
231443,76814477,FA,17.34,15.8,17.1,27.38,24.9,9.57,1683,7.5,10.0,9th and 10th grade
1201340,76840869,Stub,37.3,12.3,14.6,24.01,21.1,11.43,85,10.5,8.8,11th and 12th grade
